(208,3,209)

(209,2,210)

(210,17,211)

(211,19,212)

(212,13,213)

(213,13,214)

(214,6,215)

(215,18,216)

(216,12,217)

(217,3,218)

(218,21,219)

(219,7,220)

(220,5,221)

(221,14,222)

(222,7,223)

(223,16,224)

(224,16,225)

(225,22,226)

(226,18,227)

(227,9,228)

(228,16,229)

(229,22,230)

(230,15,231)

(231,16,232)

(232,26,233)

(233,11,234)

(234,30,235)

(235,6,236)

(236,10,237)

(237,20,238)

(238,22,239)

(239,13,240)

(240,10,241)

(241,24,242)

(242,20,243)

(243,2,244)

(244,14,245)

(245,12,246)

(246,26,247)

(247,14,248)

(248,8,249)

(249,29,250)

(250,4,251)

(251,23,252)

(252,5,253)

(253,30,254)

(254,20,255)

(255,13,256)

(256,18,257)

(257,24,258)

(258,22,259)

(259,3,260)

(260,20,261)

(261,3,262)

(262,21,263)

(263,10,264)

(264,4,265)

(265,3,266)

(266,23,267)

(267,17,268)

(268,27,269)

(269,2,270)

(270,16,271)

(271,29,272)

(272,11,273)

(273,7,274)

(274,14,275)

(275,12,276)

(276,4,277)

(277,28,278)

(278,15,279)

(279,23,280)

(280,20,281)

(281,23,282)

(282,17,283)

(283,15,284)

(284,6,285)

(285,27,286)

(286,7,287)

(287,29,288)

(288,20,289)

(289,7,290)

(290,6,291)

(291,12,292)

(292,8,293)

(293,8,294)

(294,16,295)

(295,5,296)

(296,1,297)

(297,14,298)

(298,27,299)

(299,7,300)

(300,10,301)

(301,8,302)

(302,22,303)

(303,16,304)

(304,21,305)

(305,20,306)

(306,1,307)

(307,27,308)

(308,13,309)

(309,15,310)

(310,21,311)

(311,4,312)

(312,13,313)

(313,27,314)

(314,18,315)

(315,11,316)

(316,11,317)

(317,16,318)

(318,29,319)

(319,25,320)

(320,24,321)

(321,26,322)

(322,24,323)

(323,6,324)

(324,5,325)

(325,29,326)

(326,17,327)

(327,26,328)

(328,29,329)

(329,14,330)

(330,2,331)

(331,13,332)

(332,19,333)

(333,27,334)

(334,1,335)

(335,5,336)

(336,3,337)

(337,15,338)

(338,12,339)

(339,14,340)

(340,14,341)

(341,5,342)

(342,29,343)

(343,28,344)

(344,26,345)

(345,21,346)

(346,1,347)

(347,15,348)

(348,18,349)

(349,26,350)

(350,25,351)

(351,18,352)

(352,7,353)

(353,17,354)

(354,4,355)

(355,24,356)

(356,1,357)

(357,9,358)

(358,22,359)

(359,13,360)

(360,21,361)

(361,11,362)

(362,16,363)

(363,2,364)

(364,18,365)

(365,10,366)

(366,7,367)

(367,11,368)

(368,25,369)

(369,26,370)

(370,5,371)

(371,17,372)

(372,23,373)

(373,3,374)

(374,24,375)

(375,12,376)

(376,19,377)

(377,25,378)

(378,3,379)

(379,26,380)

(380,19,381)

(381,8,382)

(382,14,383)

(383,22,384)

(384,23,385)

(385,10,386)

(386,14,387)

(387,8,388)

(388,19,389)

(389,10,390)

(390,4,391)

(391,27,392)

(392,16,393)

(393,27,394)

(394,22,395)

(395,30,396)

(396,17,397)

(397,26,398)

(398,1,399)

(399,25,400)

(400,24,401)

(401,3,402)

(402,18,403)

(403,26,404)

(404,26,405)

(405,9,406)

(406,16,407)

(407,14,408)

(408,8,409)

(409,9,410)

(410,28,411)

(411,18,412)

(412,28,413)

(413,24,414)

(414,14,415)

(415,18,416)

(416,18,417)

(417,9,418)

(418,11,419)

(419,20,420)

(420,14,421)

(421,25,422)

(422,23,423)

(423,17,424)

(424,5,425)

(425,25,426)

(426,12,427)

(427,21,428)

(428,14,429)

(429,4,430)

(430,11,431)

(431,12,432)

(432,26,433)

(433,14,434)

(434,5,435)

(435,8,436)

(436,1,437)

(437,18,438)

(438,29,439)

(439,17,440)

(440,4,441)

(441,23,442)

(442,30,443)

(443,11,444)

(444,5,445)

(445,11,446)

(446,5,447)

(447,21,448)

(448,27,449)

(449,8,450)

(450,14,451)

(451,1,452)

(452,12,453)

(453,11,454)

(454,18,455)

(455,19,456)

(456,10,457)

(457,19,458)

(458,15,459)

(459,5,460)

(460,19,461)

(461,27,462)

(462,1,463)

(463,22,464)

(464,2,465)

(465,12,466)

(466,10,467)

(467,15,468)

(468,9,469)

(469,26,470)

(470,6,471)

(471,22,472)

(472,18,473)

(473,22,474)

(474,4,475)

(475,26,476)

(476,4,477)

(477,30,478)

(478,2,479)

(479,23,480)

(480,25,481)

(481,26,482)

(482,6,483)

(483,11,484)

(484,1,485)

(485,16,486)

(486,23,487)

(487,15,488)

(488,11,489)

(489,23,490)

(490,30,491)

(491,27,492)

(492,18,493)

(493,8,494)

(494,22,495)

(495,16,496)

(496,23,497)

(497,19,498)

(498,23,499)

(499,21,500)

(500,22,501)

(501,15,502)

(502,22,503)

(503,13,504)

(504,7,505)

(505,8,506)

(506,17,507)

(507,19,508)

(508,1,509)

(509,10,510)

(510,26,511)

(511,1,512)

(512,27,513)

(513,17,514)

(514,6,515)

(515,24,516)

(516,5,517)

(517,5,518)

(518,9,519)

(519,8,520)

(520,23,521)

(521,23,522)

(522,7,523)

(523,6,524)

(524,19,525)

(525,3,526)

(526,23,527)

(527,1,528)

(528,3,529)

(529,20,530)

(530,25,531)

(531,4,532)

(532,17,533)

(533,4,534)

(534,15,535)

(535,23,536)

(536,3,537)

(537,11,538)

(538,29,539)

(539,14,540)

(540,15,541)

(541,4,542)

(542,25,543)

(543,20,544)

(544,26,545)

(545,29,546)

(546,9,547)

(547,25,548)

(548,24,549)

(549,23,550)

(550,11,551)

(551,24,552)

(552,15,553)

(553,9,554)

(554,26,555)

(555,11,556)

(556,7,557)

(557,1,558)

(558,17,559)

(559,15,560)

(560,5,561)

(561,12,562)

(562,20,563)

(563,3,564)

(564,15,565)

(565,15,566)

(566,28,567)

(567,25,568)

(568,19,569)

(569,10,570)

(570,6,571)

(571,22,572)

(572,15,573)

(573,30,574)

(574,15,575)

(575,21,576)

(576,7,577)

(577,16,578)

(578,27,579)

(579,20,580)

(580,18,581)

(581,29,582)

(582,27,583)

(583,13,584)

(584,19,585)

(585,19,586)

(586,9,587)

(587,14,588)

(588,19,589)

(589,21,590)

(590,28,591)

(591,23,592)

(592,15,593)

(593,4,594)

(594,12,595)

(595,24,596)

(596,24,597)

(597,9,598)

(598,10,599)

(599,9,600)

(600,14,601)

(601,27,602)

(602,11,603)

(603,11,604)

(604,5,605)

(605,29,606)

(606,12,607)

(607,10,608)

(608,19,609)

(609,2,610)

(610,21,611)

(611,29,612)

(612,9,613)

(613,6,614)

(614,6,615)

(615,5,616)

(616,7,617)

(617,11,618)

(618,25,619)

(619,15,620)

(620,25,621)

(621,25,622)

(622,22,623)

(623,11,624)

(624,23,625)

(625,19,626)

(626,11,627)

(627,3,628)

(628,11,629)

(629,24,630)

(630,19,631)

(631,8,632)

(632,9,633)

(633,3,634)

(634,10,635)

(635,5,636)

(636,28,637)

(637,12,638)

(638,16,639)

(639,7,640)

(640,4,641)

(641,6,642)

(642,19,643)

(643,15,644)

(644,15,645)

(645,8,646)

(646,4,647)

(647,22,648)

(648,4,649)

(649,30,650)

(650,2,651)

(651,18,652)

(652,10,653)

(653,24,654)

(654,6,655)

(655,4,656)

(656,4,657)

(657,3,658)

(658,22,659)

(659,15,660)

(660,10,661)

(661,25,662)

(662,23,663)

(663,21,664)

(664,17,665)

(665,8,666)

(666,27,667)

(667,9,668)

(668,7,669)

(669,6,670)

(670,11,671)

(671,4,672)

(672,14,673)

(673,30,674)

(674,15,675)

(675,24,676)

(676,14,677)

(677,24,678)

(678,3,679)

(679,18,680)

(680,7,681)

(681,16,682)

(682,20,683)

(683,12,684)

(684,23,685)

(685,20,686)

(686,7,687)

(687,23,688)

(688,7,689)

(689,15,690)

(690,30,691)

(691,16,692)

(692,5,693)

(693,3,694)

(694,25,695)

(695,4,696)

(696,3,697)

(697,24,698)

(698,7,699)

(699,21,700)

(700,12,701)

(701,28,702)

(702,10,703)

(703,4,704)

(704,22,705)

(705,3,706)

(706,26,707)

(707,12,708)

(708,29,709)

(709,3,710)

(710,26,711)

(711,23,712)

(712,11,713)

(713,21,714)

(714,13,715)

(715,27,716)

(716,6,717)

(717,17,718)

(718,1,719)

(719,6,720)

(720,25,721)

(721,1,722)

(722,9,723)

(723,18,724)

(724,12,725)

(725,22,726)

(726,22,727)

(727,22,728)

(728,5,729)

(729,17,730)

(730,25,731)

(731,7,732)

(732,26,733)

(733,18,734)

(734,19,735)

(735,7,736)

(736,30,737)

(737,10,738)

(738,7,739)

(739,13,740)

(740,26,741)

(741,12,742)

(742,14,743)

(743,29,744)

(744,30,745)

(745,18,746)

(746,11,747)

(747,9,748)

(748,4,749)

(749,30,750)

(750,13,751)

(751,19,752)

(752,7,753)

(753,13,754)

(754,18,755)

(755,14,756)

(756,5,757)

(757,23,758)

(758,12,759)

(759,10,760)

(760,11,761)

(761,10,762)

(762,13,763)

(763,11,764)

(764,19,765)

(765,29,766)

(766,29,767)

(767,13,768)

(768,15,769)

(769,24,770)

(770,12,771)

(771,28,772)

(772,20,773)

(773,4,774)

(774,30,775)

(775,1,776)

(776,9,777)

(777,23,778)

(778,20,779)

(779,5,780)

(780,11,781)

(781,24,782)

(782,20,783)

(783,28,784)

(784,10,785)

(785,26,786)

(786,19,787)

(787,26,788)

(788,13,789)

(789,21,790)

(790,14,791)

(791,20,792)

(792,4,793)

(793,15,794)

(794,3,795)

(795,18,796)

(796,3,797)

(797,17,798)

(798,23,799)

(799,29,800)

(800,27,801)

(801,6,802)

(802,5,803)

(803,1,804)

(804,21,805)

(805,24,806)

(806,16,807)

(807,17,808)

(808,12,809)

(809,12,810)

(810,19,811)

(811,5,812)

(812,27,813)

(813,7,814)

(814,11,815)

(815,2,816)

(816,25,817)

(817,24,818)

(818,8,819)

(819,4,820)

(820,26,821)

(821,21,822)

(822,12,823)

(823,13,824)

(824,11,825)

(825,17,826)

(826,24,827)

(827,22,828)

(828,18,829)

(829,18,830)

(830,3,831)

(831,23,832)

(832,7,833)

(833,22,834)

(834,11,835)

(835,22,836)

(836,14,837)

(837,7,838)

(838,8,839)

(839,7,840)

(840,26,841)

(841,11,842)

(842,30,843)

(843,21,844)

(844,20,845)

(845,6,846)

(846,21,847)

(847,24,848)

(848,29,849)

(849,12,850)

(850,6,851)

(851,3,852)

(852,29,853)

(853,6,854)

(854,25,855)

(855,14,856)

(856,10,857)

(857,24,858)

(858,25,859)

(859,3,860)

(860,28,861)

(861,18,862)

(862,12,863)

(863,3,864)

(864,19,865)

(865,29,866)

(866,24,867)

(867,14,868)

(868,9,869)

(869,3,870)

(870,12,871)

(871,2,872)

(872,19,873)

(873,8,874)

(874,25,875)

(875,19,876)

(876,20,877)

(877,8,878)

(878,4,879)

(879,2,880)

(880,15,881)

(881,28,882)

(882,3,883)

(883,27,884)

(884,5,885)

(885,13,886)

(886,6,887)

(887,26,888)

(888,21,889)

(889,26,890)

(890,27,891)

(891,28,892)

(892,3,893)

(893,23,894)

(894,29,895)

(895,25,896)

(896,14,897)

(897,15,898)

(898,2,899)

(899,23,900)

(900,8,901)

(901,21,902)

(902,6,903)

(903,17,904)

(904,28,905)

(905,15,906)

(906,21,907)

(907,10,908)

(908,15,909)

(909,22,910)

(910,6,911)

(911,29,912)

(912,10,913)

(913,8,914)

(914,26,915)

(915,30,916)

(916,20,917)

(917,9,918)

(918,25,919)

(919,29,920)

(920,15,921)

(921,14,922)

(922,19,923)

(923,17,924)

(924,1,925)

(925,2,926)

(926,8,927)

(927,4,928)

(928,25,929)

(929,11,930)

(930,26,931)

(931,3,932)

(932,10,933)

(933,16,934)

(934,24,935)

(935,20,936)

(936,22,937)

(937,14,938)

(938,27,939)

(939,23,940)

(940,15,941)

(941,1,942)

(942,13,943)

(943,1,944)

(944,11,945)

(945,4,946)

(946,28,947)

(947,10,948)

(948,15,949)

(949,28,950)

(950,16,951)

(951,21,952)

(952,3,953)

(953,8,954)

(954,10,955)

(955,8,956)

(956,10,957)

(957,23,958)

(958,21,959)

(959,5,960)

(960,29,961)

(961,23,962)

(962,5,963)

(963,19,964)

(964,13,965)

(965,8,966)

(966,15,967)

(967,26,968)

(968,12,969)

(969,4,970)

(970,3,971)

(971,15,972)

(972,12,973)

(973,4,974)

(974,24,975)

(975,3,976)

(976,16,977)

(977,21,978)

(978,19,979)

(979,18,980)

(980,19,981)

(981,15,982)

(982,18,983)

(983,4,984)

(984,2,985)

(985,18,986)

(986,20,987)

(987,2,988)

(988,28,989)

(989,23,990)

(990,5,991)

(991,19,992)

(992,21,993)

(993,24,994)

(994,27,995)

(995,27,996)

(996,2,997)

(997,12,998)

(998,5,999)

(999,2,1000)

(56,21,918)

(595,3,684)

(564,2,679)

(594,22,713)

(187,14,415)

(904,22,906)

(914,21,916)

(34,10,762)

(755,28,937)

(980,7,982)

(864,4,867)

(786,5,792)

(346,1,381)

(863,27,969)

(69,24,988)

(109,10,598)

(719,20,932)

(152,11,504)

(152,13,589)

(257,16,520)

(71,14,618)

(599,20,824)

(631,29,825)

(4,18,319)

(359,5,573)

(568,19,720)

(518,27,590)

(383,5,978)

(39,27,254)

(969,29,981)

(179,29,434)

(157,5,176)

(273,29,452)

(983,26,992)

(590,3,697)

(904,19,914)

(248,23,498)

(586,26,955)

(325,24,585)

(785,6,866)

(412,19,946)

(906,10,964)

(740,27,983)

(329,2,752)

(426,23,973)

(37,12,485)

(300,17,567)

(832,3,912)

(936,21,942)

(592,19,946)

(458,16,500)

(698,26,865)

(535,26,665)

(847,14,861)

(928,28,951)

(578,6,820)

(986,30,992)

(642,25,732)

(489,21,752)

(756,16,884)

(531,15,581)

(277,15,913)

(804,27,815)

(274,8,903)

(557,25,622)

(795,28,920)

(460,20,550)

(178,29,674)

(269,20,519)

(614,22,640)

(910,21,967)

(851,20,998)

(939,13,950)

(711,17,886)

(712,9,975)

(491,8,516)

(324,26,819)

(686,21,718)

(955,16,963)

(102,20,365)

(522,18,966)

(934,23,947)

(383,2,788)

(413,14,901)

(436,8,506)

(511,26,700)

(709,20,982)

(496,11,729)

(16,10,187)

(664,1,884)

(177,27,630)

(162,14,694)

(520,24,933)

(481,25,885)

(701,8,925)

(288,1,469)

(128,7,853)

(353,24,633)

(290,15,980)

(885,4,947)

(838,24,851)

(34,26,623)

(313,21,532)

(213,6,345)

(203,8,626)

(950,11,988)

(645,23,907)

(562,18,565)

(85,23,287)

(367,1,769)

(377,26,957)

(892,28,954)

(754,24,928)

(334,19,896)

(369,1,389)

(313,7,470)

(393,4,564)

(959,10,994)

(768,22,954)

(953,7,963)

(251,30,453)

(462,20,962)

(767,18,872)

(353,21,731)

(354,25,568)

(938,20,977)

(389,1,678)

(398,5,418)

(247,14,868)

(345,8,420)

(793,13,933)

(679,20,808)

(913,1,926)

(280,4,743)

(487,16,621)

(509,20,680)

(612,30,878)

(881,4,913)

(4,25,899)

(246,1,382)

(332,10,909)

(350,7,956)

(543,1,764)

(814,6,876)

(972,22,983)

(42,27,53)

(692,2,743)

(758,23,982)

(120,2,645)

(576,1,813)

(176,4,849)

(70,29,576)

(579,1,827)

(747,27,1000)

(883,28,923)

(413,19,748)

(942,1,988)

(565,4,747)

(262,22,369)

(809,22,931)

(590,30,927)

(796,28,873)

(665,28,734)

(498,12,747)

(121,18,399)

(935,29,979)

(865,17,975)

(160,13,819)

(605,8,975)

(511,29,560)

(716,18,899)

(429,26,605)

(484,4,730)

(329,13,480)

(57,2,656)

(725,24,954)

(312,16,907)

(272,22,857)

(680,2,924)

(729,9,734)

(191,9,457)

(816,26,961)

(290,7,843)

(747,4,948)

(52,2,782)

(61,26,738)

(254,5,818)

(363,18,818)

(602,15,713)

(163,20,167)

(128,1,898)

(624,27,999)

(709,27,772)

(463,12,748)

(472,7,704)

(457,18,750)

(7,18,112)

(379,30,976)

(395,26,999)

(59,22,700)

(132,4,689)

(111,5,292)

(473,9,904)

(485,24,861)

(226,14,967)

(900,7,940)

(131,5,510)

(830,22,888)

(929,21,952)

(843,7,990)

(976,27,989)

(800,8,976)

(203,5,479)

(434,9,994)

(620,16,646)

(326,16,549)

(797,3,904)

(938,12,967)

(773,7,900)

(1,24,722)

(408,3,905)

(814,28,822)

(716,16,976)

(560,10,909)

(822,1,972)

(474,2,990)

(305,15,835)

(998,4,1000)

(4,10,58)

(3,8,998)

(282,7,906)

(767,12,968)

(953,18,967)

(978,4,980)

(407,2,775)

(96,4,723)

(169,7,659)

(765,11,783)

(215,29,879)

(949,5,968)

(374,26,538)

(129,9,272)

(344,30,498)

(418,29,728)

(435,29,939)

(957,25,986)

(959,16,976)

(907,14,998)

(493,6,939)

(474,17,513)

(541,8,706)

(488,15,928)

(471,16,960)

(910,1,945)

(217,7,648)

(9,14,849)

(634,21,827)

(927,25,943)

(120,25,420)

(608,2,915)

(734,13,871)

(180,23,187)

(174,11,469)

(541,18,937)

(496,5,600)

(279,24,733)

(944,16,966)

(298,15,434)

(761,5,881)

(879,19,896)

(680,24,866)

(535,10,937)

(368,6,776)

(33,29,612)

(108,4,462)

(321,24,930)

(349,9,361)

(214,12,887)

(804,16,934)

(276,30,452)

(178,22,384)

(887,16,964)

(406,21,627)

(561,20,780)

(807,30,816)

(581,6,644)

(615,28,761)

(1,27,997)

(353,23,916)

(621,21,691)

(864,9,926)

(239,28,536)

(807,20,845)

(152,29,470)

(650,16,730)

(260,7,508)

(570,9,711)

(464,3,770)

(784,25,908)

(380,13,732)

(695,14,764)

(229,2,810)

(273,5,922)

(223,23,853)

(996,17,998)

(680,17,974)

(494,3,895)

(555,23,734)

(27,1,594)

(39,25,293)

(70,24,104)

(597,17,964)

(351,2,721)

(350,23,595)

(562,15,958)

(99,20,522)

(844,2,942)

(944,19,950)

(155,24,665)

(876,16,891)

(481,25,669)

(106,5,803)

(385,14,632)

(820,7,878)

(612,26,874)

(301,13,970)

(249,25,925)

(350,18,557)

(299,30,778)

(756,8,834)

(292,4,780)

(169,14,618)

(200,24,380)

(752,17,941)

(964,10,995)

(389,20,655)

(824,16,911)

(833,22,839)

(112,29,304)

(149,21,591)

(274,26,505)

(356,28,512)

(859,24,888)

(201,8,839)

(796,15,818)

(172,26,180)

(204,12,783)

(78,13,862)

(384,3,476)

(166,12,429)

(47,15,284)

(235,24,893)

(182,3,299)

(69,14,403)

(585,14,813)

(338,4,432)

(939,29,941)

(111,3,579)

(457,11,464)

(840,1,930)

(879,21,907)

(762,23,835)

(978,19,998)

(153,28,241)

(228,27,875)

(198,17,590)

(317,18,868)

(677,2,998)

(841,18,912)

(417,29,886)

(821,6,842)

(624,17,1000)

(430,3,810)

(833,8,850)

(851,8,919)

(114,24,239)

(674,29,914)

(826,23,983)

(880,24,961)

(275,6,482)

(104,17,198)

(188,2,630)

(881,13,973)

(153,22,322)

(103,8,972)

(743,6,909)

(370,6,425)

(353,8,445)

(631,15,729)

(166,10,514)

(691,19,825)

(31,29,970)

(720,5,755)

(27,10,751)

(630,1,927)

(924,25,952)

(981,7,983)

(662,5,723)

(123,1,998)

(302,27,377)

(463,2,616)

(137,21,270)

(162,8,654)

(97,6,896)

(16,11,674)

(96,4,377)

(943,20,948)

(96,15,483)

(364,22,919)

(377,25,796)

(292,4,693)

(169,16,956)

(388,14,738)

(771,22,787)

(2,11,406)

(575,21,652)

(543,29,828)

(415,13,938)

(365,6,451)

(881,3,968)

(158,17,939)

(643,28,814)

(995,7,1000)

(745,3,810)

(67,19,437)

(750,9,854)

(977,10,980)

(136,6,208)

(30,30,854)

(741,13,828)

(107,16,719)

(869,12,958)

(48,28,73)

(143,19,583)

(259,10,281)

(232,10,934)

(69,28,945)

(487,9,800)

(762,25,787)

(727,10,925)

(67,30,373)

(990,26,992)

(636,9,710)

(408,30,994)

(649,19,670)

(476,21,846)

(878,23,919)

(60,26,407)

(485,7,772)

(358,10,645)

(307,3,412)

(269,20,936)

(863,25,998)

(505,5,727)

(165,15,451)

(975,12,999)

(94,6,652)

(417,3,962)

(311,23,508)

(514,8,617)

(936,17,958)

(53,12,98)

(623,25,629)

(33,1,577)

(704,17,869)

(203,29,786)

(344,29,458)

(475,8,912)

(593,14,915)

(907,17,976)

(13,22,210)

(643,5,766)

(712,2,944)

(273,26,448)

(273,14,602)

(389,26,397)

(93,23,649)

(795,13,997)

(427,1,906)

(344,26,924)

(186,26,324)

(156,16,853)

(511,8,975)

(107,22,907)

(733,4,848)

(45,1,488)

(951,11,996)

(270,7,834)

(448,24,605)

(590,28,594)

(96,26,704)

(942,13,982)

(193,22,445)

(77,13,685)

(793,13,825)

(972,20,986)

(140,25,826)

(835,29,921)

(333,18,663)

(795,27,823)

(124,2,707)

(966,29,976)

(153,16,418)

(788,27,891)

(313,1,686)

(336,23,500)

(913,11,953)

(624,3,970)

(508,8,840)

(746,11,903)

(149,21,816)

(233,25,537)

(47,6,603)

(550,6,949)

(321,11,524)

(573,7,840)

(264,11,320)

(967,25,974)

(73,2,682)

(752,6,944)

(805,5,876)

(158,28,968)

(626,19,922)

(237,23,717)

(458,11,732)

(618,26,828)

(909,30,948)

(841,2,864)

(965,26,972)

(740,21,916)

(991,19,999)

(901,4,954)

(43,26,567)

(718,9,790)

(379,15,709)

(30,21,61)

(852,22,857)

(503,3,902)

(536,17,963)

(890,21,918)

(954,26,959)

(725,22,824)

(511,26,813)

(906,25,977)

(712,16,836)

(702,4,714)

(348,1,407)

(198,14,395)

(318,2,490)

(539,14,775)

(246,26,942)

(649,25,939)

(425,24,516)

(315,11,868)

(217,26,505)

